YEAR,MO,DY,T2M,T2MDEW,QV2M,RH2M,PRECTOTCORR,PS,WS10M
1982,3,5,17.94,9.13,7.32,59.31,0.0,99.59,2.7
1982,3,6,17.44,11.56,8.61,70.06,1.19,99.57,3.41
1982,3,7,18.47,12.43,9.09,70.31,0.11,99.56,3.01
1982,3,8,18.44,9.22,7.32,58.94,0.0,99.6,3.38
1982,3,9,17.83,7.69,6.59,55.31,0.01,99.71,2.72
1982,3,10,19.08,8.48,6.96,54.19,0.0,99.69,3.0
1982,3,11,20.41,9.46,7.45,52.94,0.0,99.71,3.05
1982,3,12,21.54,10.4,7.93,52.38,0.24,99.56,3.33
1982,3,13,21.66,9.62,7.57,49.38,0.25,99.53,3.17
1982,3,14,20.53,9.55,7.51,53.44,0.01,99.65,2.61
1982,3,15,21.65,10.46,8.0,52.94,0.0,99.4,2.62
1982,3,16,22.64,11.13,8.36,51.19,0.0,99.26,3.09
1982,3,17,23.56,11.35,8.48,49.44,0.0,99.23,3.77
1982,3,18,23.33,12.82,9.4,53.75,0.58,99.34,2.75
1982,3,19,23.1,16.26,11.72,67.31,1.49,99.29,3.23
1982,3,20,23.82,15.91,11.41,65.0,0.62,99.4,3.16
1982,3,21,23.09,14.78,10.62,64.44,0.04,99.56,2.74
1982,3,22,24.05,14.26,10.25,57.94,0.0,99.36,2.84
1982,3,23,25.09,14.44,10.38,54.94,0.0,99.28,2.94
1982,3,24,25.79,14.67,10.56,53.38,0.0,99.28,3.23
1982,3,25,25.3,14.33,10.38,53.94,0.65,99.26,2.65
1982,3,26,22.67,13.87,10.01,59.5,1.79,99.38,2.92
1982,3,27,22.98,12.75,9.34,55.19,0.0,99.51,2.73
1982,3,28,23.86,13.48,9.77,55.69,0.01,99.51,2.84
1982,3,29,24.96,13.33,9.64,51.56,0.0,99.47,2.52
1982,3,30,26.04,14.34,10.31,51.25,0.0,99.31,2.88
1982,3,31,26.29,14.98,10.8,51.88,1.08,98.83,4.19
1982,4,1,25.58,16.72,12.15,60.75,21.53,98.48,3.8
1982,4,2,25.52,15.4,11.17,55.62,1.46,98.55,4.38
1982,4,3,26.51,14.82,10.74,51.19,0.88,98.9,3.02
1982,4,4,26.3,15.94,11.6,55.0,2.32,99.16,3.25
1982,4,5,26.51,18.48,13.49,62.88,9.69,99.17,3.65
1982,4,6,26.75,19.22,14.16,64.75,0.82,99.44,3.62
1982,4,7,27.71,20.19,15.01,66.38,3.59,99.28,4.75
1982,4,8,27.18,18.63,13.67,61.5,3.88,99.13,4.13
1982,4,9,26.31,11.49,8.73,44.62,0.0,99.28,3.24
1982,4,10,25.87,12.37,9.09,45.94,0.05,99.43,3.41
1982,4,11,26.65,14.76,10.68,51.19,0.54,99.39,2.55
1982,4,12,26.54,16.97,12.27,56.88,1.4,99.29,3.02
1982,4,13,26.23,16.66,12.02,58.38,3.84,99.26,2.36
1982,4,14,25.18,16.97,12.27,61.94,5.39,99.34,2.93
1982,4,15,23.55,17.56,12.7,70.19,4.97,99.29,5.09
1982,4,16,23.33,18.32,13.37,74.19,111.75,99.3,3.23
1982,4,17,22.74,18.35,13.37,77.12,0.32,99.22,3.4
1982,4,18,22.94,19.55,14.4,81.69,24.99,99.17,3.02
1982,4,19,23.45,19.35,14.22,78.81,18.26,99.17,2.85
1982,4,20,24.17,19.56,14.47,76.56,22.14,99.15,2.22
1982,4,21,24.97,19.75,14.59,74.38,2.96,99.19,3.27
1982,4,22,25.78,17.79,12.94,63.56,0.02,99.1,2.34
1982,4,23,26.14,18.15,13.24,63.62,4.64,99.01,2.4
1982,4,24,26.18,19.58,14.47,69.25,15.23,98.94,2.46
1982,4,25,26.72,19.32,14.28,65.25,2.2,98.86,2.67
1982,4,26,25.94,20.99,15.81,74.81,86.8,98.9,3.0
1982,4,27,26.14,21.11,15.93,75.0,7.06,99.0,2.2
1982,4,28,26.22,20.76,15.62,73.69,1.64,98.87,4.12
1982,4,29,25.93,18.82,13.79,67.0,31.18,98.92,3.61
1982,4,30,25.58,18.45,13.55,67.0,7.97,98.91,4.06
1982,5,1,25.93,18.41,13.49,64.81,10.39,99.16,2.29
1982,5,2,26.44,20.23,15.08,70.19,0.06,99.17,2.64
1982,5,3,27.08,21.46,16.3,72.62,3.45,98.99,2.43
1982,5,4,26.7,21.33,16.17,73.31,46.61,98.85,3.02
1982,5,5,26.61,21.73,16.54,75.88,3.34,98.94,3.19
1982,5,6,27.9,21.93,16.78,71.25,0.19,99.01,1.95
1982,5,7,29.05,22.04,16.85,67.12,0.08,99.02,2.02
1982,5,8,28.3,21.19,15.99,67.12,0.01,98.93,3.03
1982,5,9,27.99,22.05,16.91,71.44,6.53,99.04,2.94
1982,5,10,28.16,23.05,17.94,75.25,6.21,98.86,3.95
1982,5,11,26.98,22.97,17.88,79.56,31.55,98.84,4.01
1982,5,12,27.67,23.05,17.94,77.12,1.33,99.03,3.0
1982,5,13,27.37,23.08,17.94,78.56,2.31,99.13,2.44
1982,5,14,27.06,23.5,18.43,81.44,15.53,99.08,2.31
1982,5,15,26.62,23.11,17.94,81.75,69.39,99.17,2.7
1982,5,16,26.23,22.26,17.03,79.94,0.03,99.28,3.1
1982,5,17,26.54,21.69,16.42,76.19,2.36,99.23,3.41
1982,5,18,26.45,19.68,14.53,68.25,5.77,99.3,2.13
1982,5,19,27.16,18.94,13.85,63.06,0.0,99.36,2.33
1982,5,20,27.46,20.3,15.14,66.75,0.0,99.31,2.25
1982,5,21,28.54,21.4,16.24,66.56,0.0,99.16,2.1
1982,5,22,27.87,21.62,16.42,70.12,0.0,99.07,2.09
1982,5,23,28.04,21.58,16.42,69.81,0.09,99.04,1.91
1982,5,24,28.8,21.51,16.3,66.69,0.03,99.07,1.82
1982,5,25,29.87,21.82,16.6,64.12,0.02,99.02,2.26
1982,5,26,30.17,22.98,17.88,67.25,0.29,98.92,2.68
1982,5,27,30.26,23.95,18.98,70.44,5.11,98.7,2.91
1982,5,28,29.55,23.63,18.68,72.25,2.11,98.49,3.3
1982,5,29,28.04,22.55,17.52,73.31,1.53,98.57,2.86
1982,5,30,28.88,23.65,18.62,74.38,19.61,98.64,2.82
1982,5,31,28.43,24.08,19.17,78.19,22.52,98.71,2.23
1982,6,1,29.06,24.05,19.17,75.94,0.22,98.55,2.32
1982,6,2,29.79,23.26,18.25,69.75,0.03,98.5,2.06
1982,6,3,29.51,24.44,19.59,74.94,3.99,98.65,2.0
1982,6,4,28.9,25.05,20.26,80.62,24.34,98.87,1.7
1982,6,5,28.95,24.94,20.14,80.06,4.75,98.81,3.92
1982,6,6,29.2,24.3,19.41,76.19,0.11,98.64,4.22
1982,6,7,29.31,24.3,19.41,75.56,1.67,98.6,3.65
1982,6,8,28.62,24.65,19.84,80.06,13.97,98.64,2.73
1982,6,9,27.1,25.08,20.39,89.0,54.98,98.48,2.48
1982,6,10,27.55,25.08,20.39,87.06,29.71,98.46,3.65
1982,6,11,27.88,22.67,17.58,74.56,2.36,98.64,3.46
1982,6,12,27.77,23.26,18.25,77.19,13.56,98.63,2.64
1982,6,13,27.22,23.23,18.19,79.75,0.42,98.5,4.71
1982,6,14,25.69,23.8,18.86,89.56,9.13,98.58,4.4
1982,6,15,27.63,24.26,19.35,82.81,10.37,98.59,2.48
1982,6,16,27.97,24.54,19.71,82.69,7.33,98.52,2.62
1982,6,17,27.07,24.49,19.65,86.44,3.28,98.42,5.89
1982,6,18,27.15,23.98,19.1,83.5,17.89,98.33,4.59
1982,6,19,28.16,24.94,20.32,83.5,18.57,98.15,2.2
1982,6,20,27.58,24.73,19.96,85.06,37.71,98.52,1.57
1982,6,21,27.8,24.13,19.17,81.25,34.49,98.82,3.01
1982,6,22,28.12,24.48,19.59,81.69,23.89,98.72,2.98
1982,6,23,28.62,24.76,19.96,80.69,0.73,98.52,2.66
1982,6,24,27.34,25.09,20.45,88.0,5.85,98.31,1.98
1982,6,25,27.87,25.35,20.75,86.69,31.0,98.17,3.12
1982,6,26,28.9,24.62,19.9,78.88,16.22,98.23,1.38
1982,6,27,28.95,24.63,19.9,78.88,3.74,98.31,2.68
1982,6,28,27.98,24.01,19.1,79.94,0.49,98.49,1.98
1982,6,29,28.44,24.05,19.17,78.12,4.2,98.6,1.34
1982,6,30,29.15,24.9,20.14,78.94,2.29,98.51,2.73
1982,7,1,29.28,24.43,19.65,76.38,2.8,98.3,2.46
1982,7,2,29.31,24.55,19.78,76.69,0.48,98.17,2.15
1982,7,3,29.4,25.19,20.57,79.25,1.35,98.24,3.07
1982,7,4,29.22,25.4,20.81,80.69,23.96,98.37,3.06
1982,7,5,27.94,24.88,20.08,84.06,7.6,98.57,2.79
1982,7,6,27.86,25.23,20.57,85.94,32.49,98.57,2.1
1982,7,7,28.88,25.15,20.51,81.25,14.93,98.54,2.52
1982,7,8,28.89,25.4,20.75,82.06,17.11,98.55,1.37
1982,7,9,29.32,25.46,20.81,80.69,6.23,98.56,2.7
1982,7,10,28.65,25.58,20.94,84.31,6.02,98.67,2.91
1982,7,11,28.43,25.01,20.26,82.62,4.3,98.7,2.17
1982,7,12,27.55,24.72,19.9,85.31,5.46,98.76,3.18
1982,7,13,28.33,25.13,20.39,83.88,4.56,98.68,3.19
1982,7,14,28.99,25.63,21.06,83.19,1.66,98.59,3.1
1982,7,15,29.07,25.75,21.18,83.31,0.58,98.54,2.56
1982,7,16,29.87,25.29,20.63,77.38,2.4,98.42,1.1
1982,7,17,30.73,25.94,21.55,76.81,0.22,98.12,1.38
1982,7,18,30.48,26.41,22.16,79.81,0.31,98.18,1.98
1982,7,19,27.78,25.71,21.18,88.69,0.67,98.45,2.76
1982,7,20,27.53,25.48,20.81,88.75,5.64,98.74,2.53
1982,7,21,27.73,24.85,20.02,85.19,3.49,98.76,2.85
1982,7,22,28.21,25.33,20.63,85.25,2.79,98.67,3.1
1982,7,23,28.34,25.71,21.12,86.44,8.89,98.72,2.48
1982,7,24,27.29,25.97,21.42,92.69,59.3,98.79,2.44
1982,7,25,28.16,25.69,21.12,87.0,22.51,98.49,2.51
1982,7,26,28.82,25.94,21.48,85.12,12.92,98.23,2.62
1982,7,27,28.63,25.79,21.3,85.19,9.07,98.29,1.81
1982,7,28,29.2,26.07,21.67,83.88,18.84,98.39,2.36
1982,7,29,28.08,25.3,20.69,85.31,6.52,98.37,1.48
1982,7,30,29.03,25.89,21.48,84.0,6.69,98.14,2.73
1982,7,31,29.39,25.65,21.18,81.31,0.74,98.17,4.02
1982,8,1,30.33,25.55,21.06,76.44,0.02,98.12,2.88
1982,8,2,27.04,25.16,20.51,89.75,1.73,98.54,5.3
1982,8,3,25.52,24.03,19.04,91.56,66.35,98.95,6.06
1982,8,4,27.94,24.89,20.08,84.25,25.14,98.79,2.22
1982,8,5,28.38,25.77,21.24,86.38,7.03,98.48,3.07
1982,8,6,29.83,25.93,21.55,80.56,0.43,98.17,1.12
1982,8,7,29.73,26.0,21.55,81.06,1.09,98.35,1.19
1982,8,8,28.26,25.62,21.06,86.06,5.86,98.56,1.95
1982,8,9,28.85,25.22,20.57,81.69,23.21,98.48,1.73
1982,8,10,29.49,25.64,21.06,80.56,8.22,98.46,2.07
1982,8,11,30.3,25.9,21.48,78.12,0.37,98.34,2.56
1982,8,12,28.68,25.63,21.06,83.81,7.47,98.47,2.87
1982,8,13,29.5,25.32,20.69,79.19,2.56,98.54,2.88
1982,8,14,29.74,25.76,21.24,80.25,2.38,98.62,1.48
1982,8,15,29.63,25.7,21.12,80.38,0.59,98.65,1.41
1982,8,16,30.27,25.81,21.3,77.81,0.25,98.49,1.11
1982,8,17,30.4,26.46,22.16,80.5,0.22,98.5,1.8
1982,8,18,28.22,25.87,21.36,87.25,0.31,98.58,1.72
1982,8,19,27.18,25.23,20.57,89.25,1.65,98.6,2.44
1982,8,20,27.8,25.21,20.51,86.25,0.54,98.61,2.3
1982,8,21,28.39,25.62,21.06,85.62,0.33,98.53,2.67
1982,8,22,27.75,25.74,21.24,89.06,0.44,98.51,3.42
1982,8,23,26.85,25.07,20.39,90.12,9.2,98.52,2.8
1982,8,24,28.15,25.05,20.32,84.06,5.93,98.53,2.83
1982,8,25,29.02,25.65,21.12,82.94,5.67,98.45,2.11
1982,8,26,28.88,26.19,21.73,86.0,38.44,98.58,2.32
1982,8,27,28.17,26.05,21.55,88.62,14.8,98.66,1.91
1982,8,28,27.76,25.51,20.87,87.81,2.38,98.64,2.43
1982,8,29,28.15,24.51,19.65,81.62,1.04,98.7,1.93
1982,8,30,26.78,24.36,19.41,87.0,7.36,99.0,1.9
1982,8,31,27.41,24.1,19.1,83.12,4.36,99.11,2.59
1982,9,1,27.39,24.43,19.47,84.81,0.21,99.02,2.7
1982,9,2,28.18,25.33,20.63,85.5,0.02,98.86,2.69
1982,9,3,28.89,25.37,20.69,82.06,0.05,98.78,1.82
1982,9,4,28.13,25.25,20.51,84.69,1.54,98.78,2.52
1982,9,5,29.37,25.55,20.94,80.75,0.72,98.7,2.21
1982,9,6,28.58,25.82,21.24,85.31,2.06,98.76,3.23
1982,9,7,29.0,25.08,20.39,80.12,1.51,98.75,3.2
1982,9,8,29.23,24.74,19.96,77.88,0.31,98.68,3.13
1982,9,9,29.95,24.9,20.14,75.25,0.02,98.77,3.34
1982,9,10,26.47,24.4,19.47,88.69,18.41,99.1,2.4
1982,9,11,26.63,23.86,18.8,85.44,21.15,99.0,2.49
1982,9,12,26.83,25.08,20.32,90.44,5.32,98.75,3.92
1982,9,13,26.75,25.29,20.57,91.88,1.26,98.62,3.22
1982,9,14,26.8,25.13,20.39,90.88,2.12,98.71,3.79
1982,9,15,27.52,24.85,20.02,86.25,24.3,98.73,1.73
1982,9,16,27.31,24.65,19.78,86.12,18.08,98.88,2.82
1982,9,17,27.68,24.03,18.98,81.44,6.43,99.07,2.09
1982,9,18,27.12,23.33,18.19,80.94,0.65,99.26,2.33
1982,9,19,26.72,23.33,18.19,82.31,3.56,99.32,1.85
1982,9,20,26.44,23.23,18.07,82.88,3.65,99.24,1.59
1982,9,21,27.19,23.52,18.43,81.0,3.31,99.06,2.5
1982,9,22,26.57,23.04,17.94,81.75,1.51,98.95,1.88
1982,9,23,26.68,22.88,17.7,80.44,4.41,99.08,1.59
1982,9,24,26.87,23.02,17.82,80.44,0.68,99.21,1.9
1982,9,25,27.13,23.17,18.01,80.12,0.0,99.2,2.07
1982,9,26,26.42,22.99,17.82,82.62,0.0,99.14,2.06
1982,9,27,27.2,22.3,17.15,75.94,0.0,99.06,1.66
1982,9,28,25.74,23.23,18.13,86.62,1.22,99.06,3.27
1982,9,29,24.11,22.26,17.09,89.62,0.78,98.96,3.89
1982,9,30,25.05,21.86,16.66,83.31,1.35,99.1,1.86
1982,10,1,24.98,20.32,15.08,76.94,0.57,99.41,1.35
1982,10,2,25.88,21.18,15.93,76.12,0.0,99.59,1.58
1982,10,3,26.51,22.37,17.09,78.44,0.06,99.7,1.36
1982,10,4,25.74,22.36,17.09,82.31,0.08,99.63,2.41
1982,10,5,25.05,21.77,16.48,83.06,0.14,99.68,2.33
1982,10,6,25.7,20.49,15.26,74.5,0.06,99.69,1.57
1982,10,7,25.55,20.17,14.95,73.5,0.0,99.49,2.01
1982,10,8,24.7,19.69,14.53,74.94,0.68,99.44,1.89
1982,10,9,24.43,19.19,14.04,74.12,0.08,99.53,1.77
1982,10,10,24.47,19.64,14.47,75.81,0.0,99.67,2.3
1982,10,11,24.67,20.14,14.89,77.44,0.0,99.68,2.53
1982,10,12,24.92,19.98,14.77,75.56,0.04,99.63,2.41
1982,10,13,24.9,20.04,14.83,75.75,0.21,99.67,2.35
1982,10,14,25.11,19.81,14.59,74.06,0.0,99.7,2.52
1982,10,15,25.13,19.29,14.16,71.56,0.0,99.67,2.79
1982,10,16,25.88,19.83,14.65,71.19,0.0,99.54,2.12
1982,10,17,25.37,19.22,14.1,70.25,0.0,99.54,2.05
1982,10,18,24.7,19.26,14.16,72.81,0.0,99.57,1.88
1982,10,19,24.35,19.99,14.77,77.94,0.58,99.43,2.13
1982,10,20,24.38,19.79,14.65,76.88,0.03,99.28,1.97
1982,10,21,24.73,20.7,15.5,79.25,0.02,99.17,2.11
1982,10,22,23.91,21.27,15.99,85.69,1.71,99.35,2.87
1982,10,23,23.9,19.63,14.4,78.62,5.08,99.69,2.35
1982,10,24,23.12,19.6,14.4,81.81,3.57,99.62,2.45
1982,10,25,22.97,18.11,13.18,75.25,0.42,99.41,1.79
1982,10,26,21.84,17.79,12.88,79.06,0.01,99.48,2.02
1982,10,27,21.89,17.46,12.57,77.5,0.0,99.66,2.25
1982,10,28,21.98,17.79,12.82,78.94,0.0,99.91,2.62
1982,10,29,22.43,17.95,13.0,77.31,0.0,99.84,2.42
1982,10,30,22.55,17.85,12.88,76.38,0.0,99.73,2.44
1982,10,31,22.44,17.43,12.51,74.88,0.0,99.8,2.7
1982,11,1,22.32,17.29,12.45,75.31,0.0,99.84,3.09
1982,11,2,22.78,17.45,12.63,73.44,0.0,99.95,2.62
1982,11,3,22.73,17.98,13.0,75.94,0.0,100.02,2.41
1982,11,4,22.01,17.08,12.33,75.0,0.0,99.76,2.26
1982,11,5,20.96,16.46,11.84,76.81,0.0,99.49,2.11
1982,11,6,21.11,16.8,12.08,78.0,0.28,99.64,2.36
1982,11,7,21.12,16.94,12.15,78.19,26.23,99.83,2.2
1982,11,8,21.29,16.73,12.02,76.25,0.0,99.83,2.16
1982,11,9,21.54,17.07,12.27,76.94,0.05,99.86,2.7
1982,11,10,20.31,17.41,12.51,84.19,13.49,99.65,1.92
1982,11,11,19.55,16.8,12.02,85.12,2.94,99.69,2.34
1982,11,12,20.3,16.89,12.15,82.0,0.29,99.55,2.35
1982,11,13,19.99,16.07,11.54,79.06,0.1,99.64,1.87
1982,11,14,19.66,15.77,11.29,79.38,0.0,99.72,2.1
1982,11,15,20.23,16.24,11.6,79.06,0.0,99.76,2.1
1982,11,16,20.42,16.44,11.78,79.5,0.0,99.84,2.29
1982,11,17,20.22,16.14,11.47,79.12,0.0,100.09,2.2
1982,11,18,19.67,15.38,10.99,77.88,0.0,100.05,2.45
1982,11,19,19.66,15.15,10.8,77.0,0.0,99.91,2.56
1982,11,20,19.48,15.37,10.99,78.62,0.01,99.77,2.49
1982,11,21,19.4,15.94,11.41,81.75,0.01,99.81,2.27
1982,11,22,19.94,16.58,11.84,82.0,0.0,99.8,2.34
1982,11,23,20.21,16.26,11.66,79.31,0.01,99.68,2.14
1982,11,24,19.43,14.96,10.74,76.56,1.27,99.66,2.07
1982,11,25,18.33,13.79,9.95,76.31,0.18,99.7,2.48
1982,11,26,18.15,13.86,10.01,77.5,0.0,99.64,2.35
1982,11,27,17.7,12.12,8.97,71.25,0.0,99.67,2.16
1982,11,28,16.77,11.7,8.67,73.75,0.0,99.85,2.14
1982,11,29,16.68,11.63,8.61,73.75,0.0,99.76,2.29
1982,11,30,16.88,12.15,8.91,75.25,0.0,99.74,2.14
1982,12,1,16.38,11.42,8.48,74.31,0.0,99.85,2.15
1982,12,2,16.49,11.77,8.67,75.25,0.0,99.93,1.94
1982,12,3,16.45,12.43,9.09,78.75,0.0,99.82,2.38
1982,12,4,16.59,12.23,8.97,77.19,0.0,99.79,2.17
1982,12,5,16.69,12.69,9.22,79.0,0.0,99.76,2.58
1982,12,6,16.92,12.83,9.34,78.56,0.0,99.8,2.58
1982,12,7,16.33,11.82,8.67,76.31,0.0,100.05,2.27
1982,12,8,16.23,11.44,8.48,75.25,0.0,100.17,2.52
1982,12,9,16.62,11.84,8.73,75.56,0.0,100.08,2.7
1982,12,10,16.0,11.8,8.73,78.0,0.0,99.63,2.57
1982,12,11,15.66,11.65,8.61,78.62,0.0,99.83,3.23
1982,12,12,16.98,12.62,9.16,77.44,0.0,99.98,2.71
1982,12,13,16.4,13.11,9.46,81.94,0.0,100.06,3.22
1982,12,14,17.24,12.97,9.34,77.69,0.0,100.04,2.5
1982,12,15,16.89,13.03,9.4,79.44,0.0,100.01,2.02
1982,12,16,16.76,12.33,8.97,77.12,0.0,99.97,2.3
1982,12,17,16.29,11.23,8.36,74.38,0.0,100.12,2.54
1982,12,18,15.67,10.56,8.0,73.38,0.0,100.03,2.93
1982,12,19,16.37,10.89,8.18,71.81,0.0,100.05,3.08
1982,12,20,16.59,11.26,8.36,72.25,0.0,100.11,2.75
1982,12,21,16.75,11.73,8.61,74.25,0.0,100.1,2.91
1982,12,22,17.26,12.1,8.85,73.5,0.0,99.88,2.48
1982,12,23,16.93,12.28,8.97,75.69,0.0,99.58,2.35
1982,12,24,15.46,10.23,7.87,74.25,0.21,99.63,2.96
1982,12,25,15.06,10.01,7.69,74.12,0.39,99.95,3.15
1982,12,26,15.01,7.06,6.35,62.44,0.0,100.17,3.51
1982,12,27,14.25,4.2,5.19,53.69,0.0,99.98,3.54
1982,12,28,14.3,5.65,5.74,58.56,0.0,100.04,3.41
1982,12,29,14.27,7.55,6.53,66.5,0.0,100.02,2.75
1982,12,30,14.88,8.85,7.14,69.25,0.0,99.8,2.2
1982,12,31,13.67,8.35,6.9,73.62,0.0,99.75,2.7
1983,1,1,13.22,7.9,6.71,72.56,0.09,99.97,2.88
1983,1,2,14.72,8.36,6.9,67.38,0.05,99.87,2.8
1983,1,3,14.33,8.5,6.96,69.94,2.29,100.03,2.1
1983,1,4,13.47,6.99,6.29,67.56,3.39,100.25,3.04
1983,1,5,12.63,3.83,5.07,58.62,0.0,100.09,3.28
1983,1,6,13.15,2.98,4.76,52.56,0.0,99.95,3.3
1983,1,7,13.4,4.08,5.13,56.0,0.0,99.92,2.63
1983,1,8,13.36,5.4,5.62,61.0,0.0,99.86,2.45
1983,1,9,13.15,6.18,5.92,65.06,0.0,99.99,2.72
1983,1,10,13.51,6.8,6.23,65.75,0.0,100.09,3.51
1983,1,11,13.89,8.69,7.02,72.94,0.89,100.22,2.92
1983,1,12,13.4,8.37,6.9,73.62,0.1,100.14,2.2
1983,1,13,13.99,8.32,6.84,71.69,0.0,100.09,2.42
1983,1,14,13.68,7.26,6.35,68.0,0.0,100.15,2.83
1983,1,15,13.62,7.28,6.41,68.38,0.0,100.16,3.0
1983,1,16,13.51,6.82,6.23,66.5,0.0,100.12,2.59
1983,1,17,15.19,7.36,6.41,62.5,0.0,100.22,3.67
1983,1,18,15.33,7.41,6.47,62.12,0.02,100.0,2.99
1983,1,19,15.69,8.45,6.96,64.75,0.0,99.94,2.64
1983,1,20,16.75,8.9,7.14,62.19,0.0,100.09,2.08
1983,1,21,16.68,9.4,7.39,65.0,0.0,100.39,2.41
1983,1,22,16.08,7.76,6.59,60.56,0.0,100.34,2.95
1983,1,23,15.53,7.37,6.47,60.38,0.0,100.31,3.17
1983,1,24,16.49,7.58,6.53,58.31,0.0,100.2,3.09
1983,1,25,16.87,7.91,6.65,58.69,0.01,100.28,3.09
1983,1,26,18.15,9.13,7.26,58.62,0.0,100.28,2.61
1983,1,27,17.78,9.7,7.57,61.69,0.0,100.21,2.52
1983,1,28,18.0,9.72,7.57,60.81,0.0,100.05,2.34
1983,1,29,16.46,11.2,8.36,72.0,0.03,99.83,2.75
1983,1,30,17.09,11.57,8.54,71.62,0.06,99.52,3.48
1983,1,31,16.16,7.34,6.53,60.0,0.36,99.34,4.1
1983,2,1,14.98,2.91,4.76,47.56,0.1,99.67,3.12
1983,2,2,13.68,2.33,4.58,49.75,1.27,100.04,2.84
1983,2,3,13.17,2.05,4.46,50.75,0.0,100.09,2.77
1983,2,4,13.19,1.27,4.21,48.06,0.0,100.03,2.3
1983,2,5,12.88,1.69,4.33,49.81,0.0,100.03,2.59
1983,2,6,13.21,2.5,4.58,51.12,0.0,100.1,2.73
1983,2,7,14.46,3.76,5.0,52.25,0.0,100.11,2.63
1983,2,8,15.48,4.48,5.31,50.94,0.0,100.0,2.68
1983,2,9,16.01,4.37,5.25,49.25,0.0,99.93,2.48
1983,2,10,16.53,6.08,5.92,53.12,0.0,99.95,2.62
1983,2,11,16.73,6.23,5.98,53.62,0.0,99.84,2.8
1983,2,12,16.3,5.06,5.55,50.94,0.0,99.61,2.77
1983,2,13,16.64,5.34,5.68,50.31,0.0,99.65,2.48
1983,2,14,17.26,6.48,6.1,52.62,0.0,99.78,2.93
1983,2,15,18.83,8.21,6.9,53.38,0.0,99.59,3.3
1983,2,16,20.18,10.01,7.75,55.06,0.0,99.32,3.3
1983,2,17,20.41,9.18,7.32,51.06,0.0,99.38,2.95
1983,2,18,19.36,7.3,6.47,49.56,0.0,99.44,3.18
1983,2,19,19.73,6.83,6.23,46.0,0.0,99.28,4.11
1983,2,20,19.62,5.78,5.86,43.5,0.02,99.49,2.7
1983,2,21,18.47,5.8,5.8,46.38,0.01,99.67,3.26
1983,2,22,19.55,7.02,6.35,46.62,0.06,99.67,2.91
1983,2,23,18.83,8.58,7.02,54.62,0.42,99.93,2.83
1983,2,24,18.28,7.88,6.65,53.69,3.16,100.16,3.66
1983,2,25,18.82,6.44,6.04,47.31,0.0,99.83,3.53
1983,2,26,18.73,8.94,7.26,54.19,1.23,99.67,3.55
1983,2,27,19.08,8.85,7.2,53.88,1.12,99.5,3.12
1983,2,28,18.55,6.44,6.1,49.31,8.96,99.63,2.75
1983,3,1,18.55,7.73,6.65,52.44,0.0,99.87,2.99
1983,3,2,19.84,8.04,6.77,49.38,0.0,99.79,3.46
1983,3,3,20.69,8.35,6.9,48.0,0.0,99.76,3.43
1983,3,4,21.78,11.06,8.36,52.38,0.21,99.77,3.49
1983,3,5,21.53,7.69,6.65,44.75,0.0,99.55,3.45
1983,3,6,20.22,4.69,5.43,40.06,0.0,99.52,3.58
1983,3,7,20.19,4.74,5.43,39.88,0.0,99.78,2.63
1983,3,8,19.95,5.19,5.62,42.44,0.0,99.68,3.02
1983,3,9,21.07,5.88,5.86,40.5,0.0,99.61,2.77
1983,3,10,21.91,8.91,7.2,46.38,0.01,99.5,3.09
1983,3,11,22.97,10.19,7.87,47.62,0.02,99.3,3.13
1983,3,12,24.01,10.49,8.06,45.69,0.0,99.04,3.36
1983,3,13,24.42,8.31,6.96,38.56,0.37,98.81,4.15
1983,3,14,22.34,3.54,5.07,32.56,0.06,99.01,3.34
1983,3,15,22.19,5.34,5.68,36.06,0.2,99.16,3.79
1983,3,16,21.65,9.6,7.57,47.75,1.54,99.41,4.77
1983,3,17,21.8,10.97,8.24,53.69,0.04,99.57,3.12
1983,3,18,23.59,11.94,8.79,50.94,0.24,99.3,3.72
1983,3,19,22.65,10.12,7.81,47.81,0.3,99.25,3.59
1983,3,20,23.86,13.0,9.58,53.0,1.36,99.36,2.73
1983,3,21,21.3,15.11,10.86,68.31,1.81,99.28,3.44
1983,3,22,22.2,9.22,7.87,50.0,0.01,99.12,4.73
1983,3,23,20.22,2.95,4.82,36.69,5.02,99.36,3.77
1983,3,24,20.28,3.19,4.88,36.44,0.0,99.61,3.09
1983,3,25,20.84,4.83,5.49,39.25,0.0,99.55,3.0
1983,3,26,21.94,5.85,5.92,39.0,0.0,99.27,3.38
1983,3,27,24.53,8.33,6.96,38.69,0.0,98.99,3.45
1983,3,28,26.58,7.35,6.53,32.56,0.0,98.89,4.27
1983,3,29,25.25,6.9,6.35,33.81,0.0,98.95,4.34
1983,3,30,25.15,3.74,5.13,29.31,0.0,99.11,4.0
1983,3,31,23.9,2.34,4.64,28.5,0.02,99.39,3.25
1983,4,1,24.3,3.24,4.94,29.25,0.0,99.36,3.75
1983,4,2,25.49,4.3,5.31,29.44,0.0,99.28,3.44
1983,4,3,26.41,7.05,6.41,32.25,0.0,98.98,3.88
1983,4,4,26.89,10.44,8.06,38.56,0.34,98.97,3.45
1983,4,5,29.05,10.08,7.87,33.5,0.0,98.75,3.76
1983,4,6,27.71,8.9,7.26,33.19,0.04,98.82,2.71
